Name	Current price	Original price	Link	Rating	Rate Count
Chuột Gaming không dây Razer Basilisk V3 Pro White Edition RZ01-04620200-R3A1	3.385.000 VND	4.590.000 VND	https://memoryzone.com.vn/chuot-gaming-khong-day-razer-basilisk-v3-pro-white-edition-rz01-04620200-r3a1	0	0
Chuột Gaming không dây Razer Basilisk V3 Pro RZ01-04620100-R3A1	3.385.000 VND	4.590.000 VND	https://memoryzone.com.vn/chuot-gaming-khong-day-razer-basilisk-v3-pro-rz01-04620100-r3a1	5	1
Tai Nghe Gaming không dây Corsair HS80 Max	3.490.000 VND	3.890.000 VND	https://memoryzone.com.vn/tai-nghe-gaming-khong-day-corsair-hs80-max	0	0
Loa Razer Nommo V2 X RZ05-04760100-R3G1	3.490.000 VND	3.990.000 VND	https://memoryzone.com.vn/loa-razer-nommo-v2-x-rz05-04760100-r3g1	0	0
Bàn phím cơ Corsair K70 PRO BLK RGB MX RED/MX BLUE/MX BROWN/MX SPEED	3.490.000 VND	3.890.000 VND	https://memoryzone.com.vn/ban-phim-co-corsair-k70-pro-blk-rgb-mx-red-mx-blue-mx-speed	0	0
Bàn phím cơ không dây Razer Pro Type Ultra Razer Yellow RZ03-04110100-R3M1	3.590.000 VND	4.290.000 VND	https://memoryzone.com.vn/ban-phim-co-khong-day-razer-pro-type-ultra-razer-yellow-rz03-04110100-r3m1	5	1
Tay cầm điện thoại Razer Kishi Ultra Gaming Controller for iPhone iPad Mini and Android RZ06-05070100-R3M1	3.690.000 VND	3.990.000 VND	https://memoryzone.com.vn/tay-cam-dien-thoai-razer-kishi-ultra-gaming-controller-for-iphone-ipad-mini-and-android-rz06-05070100-r3m1	0	0
Bàn phím cơ Razer BlackWidow V4 75% RGB Hotswap Razer Switch Orange RZ03-05000100-R3M1	3.785.000 VND	5.090.000 VND	https://memoryzone.com.vn/ban-phim-co-razer-blackwidow-v4-75-rgb-hotswap-razer-switch-orange-rz03-05000100-r3m1	0	0
Bàn phím cơ không dây Logitech G913 TKL GL Tactile/GL Linear/GL Clicky	3.790.000 VND	4.790.000 VND	https://memoryzone.com.vn/ban-phim-co-khong-day-logitech-g913-tkl-gl-tactile-gl-linear-gl-clicky	5	1
Chuột Gaming không dây Razer DeathAdder V3 Pro Faker Edition RZ01-04630400-R3M1	3.890.000 VND	4.990.000 VND	https://memoryzone.com.vn/chuot-gaming-khong-day-razer-deathadder-v3-pro-faker-edition-rz01-04630400-r3m1	0	0
Bàn phím cơ Razer BlackWidow V4 RGB Razer Switch Green/ Yellow	3.990.000 VND	4.590.000 VND	https://memoryzone.com.vn/ban-phim-co-razer-blackwidow-v4-rgb-razer-switch-green-yellow	0	0
Bàn phím cơ không dây TKL Razer DeathStalker V2 Pro Ultra slim White Edition Razer Low-Profile Linear Optical	4.190.000 VND	4.790.000 VND	https://memoryzone.com.vn/ban-phim-co-khong-day-tkl-razer-deathstalker-v2-pro-ultra-slim-white-edition-razer-low-profile-linear-optical	0	0
Bàn phím cơ không dây TKL Razer DeathStalker V2 Pro Ultra slim Razer Low-Profile Linear Optical	4.190.000 VND	4.690.000 VND	https://memoryzone.com.vn/ban-phim-co-khong-day-tkl-razer-deathstalker-v2-pro-ultra-slim-razer-low-profile-linear-optical	0	0
Combo Bàn Phím và Chuột không dây Logitech MX Keys S Graphite 920-011605	4.290.000 VND	5.190.000 VND	https://memoryzone.com.vn/combo-ban-phim-va-chuot-khong-day-logitech-mx-keys-s-graphite-920-011605	0	0
Tai Nghe Gaming Corsair Virtuoso Pro	4.590.000 VND	5.100.000 VND	https://memoryzone.com.vn/tai-nghe-gaming-corsair-virtuoso-pro	0	0
Tai Nghe Gaming không dây Logitech Pro X 2 Lightspeed	4.590.000 VND	6.199.000 VND	https://memoryzone.com.vn/tai-nghe-gaming-khong-day-logitech-pro-x-2-lightspeed	0	0
Bàn phím cơ không dây Razer DeathStalker V2 Pro Ultra slim White Edition Razer Low-Profile Clicky Optical	4.590.000 VND	5.590.000 VND	https://memoryzone.com.vn/ban-phim-co-khong-day-razer-deathstalker-v2-pro-ultra-slim-razer-low-profile-clicky-optical	0	0
Bàn phím cơ không dây Razer DeathStalker V2 Pro Ultra slim Razer Low-Profile Clicky Optical / Linear Optical	4.790.000 VND	5.990.000 VND	https://memoryzone.com.vn/ban-phim-co-khong-day-razer-deathstalker-v2-pro-ultra-slim-razer-low-profile-clicky-optical-linear-optical	0	0
Loa Razer Leviathan V2 Led RGB RZ05-03920100-R3G1	5.190.000 VND	6.990.000 VND	https://memoryzone.com.vn/loa-razer-leviathan-v2-led-rgb-rz05-03920100-r3g1	0	0
Bàn phím cơ Corsair K100 BLK RGB Cherry MX Speed/CORSAIR OPX	5.290.000 VND	5.990.000 VND	https://memoryzone.com.vn/ban-phim-co-corsair-k100-blk-rgb-cherry-mx-speed-corsair-opx	5	3
Loa JBL Pulse 5	5.490.000 VND	6.690.000 VND	https://memoryzone.com.vn/loa-jbl-pulse-5	0	0
Bàn phím cơ Razer BlackWidow V4 Pro RGB Razer Switch Green/ Yellow	5.499.000 VND	6.390.000 VND	https://memoryzone.com.vn/ban-phim-co-razer-blackwidow-v4-pro-rgb-razer-switch-green-yellow	5	1
Ghế Gaming Razer Enki X RZ38-03880100-R3U1	5.900.000 VND	8.490.000 VND	https://memoryzone.com.vn/ghe-gaming-razer-enki-x-rz38-03880100-r3u1	0	0
Tai Nghe Gaming không dây Corsair Virtuoso RGB XT CA-9011188-AP	6.190.000 VND	6.990.000 VND	https://memoryzone.com.vn/tai-nghe-gaming-khong-day-corsair-virtuoso-rgb-xt-ca-9011188-ap	0	0
Loa Razer Nommo V2 with Wired Subwoofer RZ05-04750100-R3G1	6.390.000 VND	6.690.000 VND	https://memoryzone.com.vn/loa-razer-nommo-v2-with-wired-subwoofer-rz05-04750100-r3g1	0	0
Tay cầm chơi game không dây Razer Wolverine V2 Pro	6.490.000 VND	6.990.000 VND	https://memoryzone.com.vn/tay-cam-choi-game-razer-wolverine-v2-pro	0	0
Bộ chân chữ T bàn nâng hạ HyperWork Atlas	7.990.000 VND	9.300.000 VND	https://memoryzone.com.vn/bo-chan-chu-t-ban-nang-ha-hyperwork-atlas	0	0
Ghế Gaming Razer Iskur Dark Gray Fabric RZ38-02770300-R3U1	8.900.000 VND	13.590.000 VND	https://memoryzone.com.vn/ghe-gaming-razer-iskur-dark-gray-fabric-rz38-02770300-r3u1	0	0
Bàn nâng hạ HyperWork Atlas - Trắng	9.590.000 VND	10.900.000 VND	https://memoryzone.com.vn/ban-nang-ha-hyperwork-atlas-trang	0	0
Bàn nâng hạ HyperWork Atlas - Đen	9.590.000 VND	10.900.000 VND	https://memoryzone.com.vn/ban-nang-ha-hyperwork-atlas-den	0	0
Loa Razer Nommo V2 Pro with Wireless Subwoofer RZ05-04740100-R3G1	10.490.000 VND	11.590.000 VND	https://memoryzone.com.vn/loa-razer-nommo-v2-pro-with-wireless-subwoofer-rz05-04740100-r3g1	0	0
